Year,StateAbbr,StateDesc,CityName,Data_Value,Low_Confidence_Limit,High_Confidence_Limit,,,
2017,GA,Georgia,Columbus,6.4,6.2,6.5,,,
2017,GA,Georgia,Savannah,5.8,5.7,5.9,,,
2017,HI,Hawaii,Honolulu,5,4.8,5.2,,,
2017,GA,Georgia,Columbus,6.1,6,6.3,,,
2017,HI,Hawaii,Honolulu,5,4.9,5.2,,,
2017,GA,Georgia,Augusta,6.2,5.9,6.6,,,
2017,GA,Georgia,Macon,2.1,2,2.2,,,
2017,GA,Georgia,Warner Robins,4.8,4.7,4.9,,,
2017,IL,Illinois,Chicago,6.8,6.5,7.1,,,
2017,IL,Illinois,Chicago,3.5,3.3,3.6,,,
2017,IL,Illinois,Chicago,3.6,3.5,3.7,,,
2017,IL,Illinois,Chicago,5,4.7,5.2,,,
2017,IL,Illinois,Chicago,3.6,3.5,3.8,,,
2017,IL,Illinois,Chicago,4.9,4.8,5,,,
2017,IL,Illinois,Chicago,5.1,4.9,5.2,,,
2017,IL,Illinois,Arlington Heights,7.7,7.6,7.8,,,
2017,IL,Illinois,Chicago,4.9,4.8,5.1,,,
2017,IL,Illinois,Bloomington,6.4,6.4,6.5,,,
2017,IL,Illinois,Chicago,6,5.7,6.4,,,
2017,IL,Illinois,Chicago,10.2,9.8,10.8,,,
2017,IL,Illinois,Chicago,6.4,6.2,6.6,,,
2017,IL,Illinois,Chicago,3.7,3.6,3.8,,,
2017,IL,Illinois,Chicago,3.6,3.5,3.8,,,
2017,IL,Illinois,Chicago,3,2.9,3.1,,,
2017,IL,Illinois,Chicago,3.8,3.7,3.9,,,
2017,IL,Illinois,Aurora,5,4.9,5.3,,,
2017,IL,Illinois,Chicago,3.7,3.5,3.8,,,
2017,IL,Illinois,Chicago,8.1,7.8,8.6,,,
2017,IL,Illinois,Chicago,5.7,5.5,5.8,,,
2017,IL,Illinois,Chicago,5.2,5.1,5.4,,,
2017,IL,Illinois,Chicago,11.6,11,12.8,,,
2017,IL,Illinois,Chicago,4.8,4.6,4.9,,,
2017,IL,Illinois,Chicago,3.8,3.7,3.9,,,
2017,IL,Illinois,Chicago,6.6,6.4,6.9,,,
2017,IL,Illinois,Chicago,3.6,3.5,3.8,,,
2017,IL,Illinois,Chicago,3.7,3.6,3.8,,,
2017,IL,Illinois,Chicago,3.6,3.4,3.8,,,
2017,IL,Illinois,Chicago,6,5.7,6.2,,,
2017,IL,Illinois,Chicago,4.2,4.1,4.3,,,
2017,IL,Illinois,Chicago,4.1,4,4.2,,,
