Year,StateAbbr,StateDesc,CityName,Data_Value,Low_Confidence_Limit,High_Confidence_Limit,,,
2017,IL,Illinois,Chicago,12.2,11.5,12.9,,,
2017,IL,Illinois,Chicago,2.9,2.8,3.1,,,
2017,IL,Illinois,Chicago,14.1,13,15.2,,,
2017,IL,Illinois,Chicago,6.9,6.5,7.3,,,
2017,IL,Illinois,Chicago,6.7,6.3,7.2,,,
2017,IL,Illinois,Chicago,19.4,17.8,21,,,
2017,IL,Illinois,Peoria,17.3,16.5,18.1,,,
2017,IL,Illinois,Chicago,10.8,10.2,11.4,,,
2017,IL,Illinois,Chicago,17.2,16.3,18.2,,,
2017,IL,Illinois,Chicago,12.5,11.9,13,,,
2017,IL,Illinois,Chicago,3,2.8,3.2,,,
2017,IL,Illinois,Chicago,19.5,18.1,20.9,,,
2017,IL,Illinois,Chicago,11.5,10.8,12.2,,,
2017,IL,Illinois,Chicago,10.6,10,11.1,,,
2017,IL,Illinois,Chicago,18.8,17.3,20.2,,,
2017,IL,Illinois,Chicago,17.8,16.5,19,,,
2017,IL,Illinois,Chicago,2.7,2.5,2.8,,,
2017,IL,Illinois,Evanston,7.5,6.8,8.2,,,
2017,IL,Illinois,Chicago,10.6,9.9,11.3,,,
2017,IL,Illinois,Chicago,11.8,11,12.5,,,
2017,IL,Illinois,Cicero,10.7,10,11.3,,,
2017,IL,Illinois,Chicago,16.9,15.8,18,,,
2017,IL,Illinois,Naperville,6.1,5.7,6.5,,,
2017,IL,Illinois,Palatine,9.3,8.4,10.3,,,
2017,IL,Illinois,Chicago,13.6,12.1,15,,,
2017,IL,Illinois,Joliet,6.5,6.2,6.8,,,
2017,IL,Illinois,Chicago,4.2,3.9,4.5,,,
2017,IL,Illinois,Chicago,19.2,18,20.4,,,
2017,IL,Illinois,Chicago,8.3,7.8,8.8,,,
2017,IL,Illinois,Decatur,10.4,9.4,11.3,,,
2017,IL,Illinois,Chicago,15.5,14.3,16.7,,,
2017,IL,Illinois,Chicago,11.9,11.4,12.4,,,
2017,IL,Illinois,Chicago,,,,,,
2017,IL,Illinois,Chicago,15.9,14.8,16.9,,,
2017,IL,Illinois,Chicago,14.7,13.6,15.8,,,
2017,IL,Illinois,Cicero,12,11.3,12.8,,,
2017,IL,Illinois,Chicago,8,7.5,8.5,,,
2017,IL,Illinois,Chicago,16.6,15,18,,,
2017,IL,Illinois,Chicago,7.8,7.4,8.1,,,
2017,IL,Illinois,Chicago,13.6,12.6,14.5,,,
2017,IL,Illinois,Chicago,9.5,8.9,10.2,,,
2017,IL,Illinois,Chicago,5.2,4.8,5.6,,,
2017,IL,Illinois,Chicago,6,5.6,6.5,,,
2017,IL,Illinois,Chicago,9.4,8.8,10,,,
